,title,url,co,sal,head,descp
22,"
Full Stack Developer",/company/CARGOFLASH-INFOTECH/jobs/Full-Stack-Developer-94ede1c816424cdd?fccid=97dafb827f4f541c&vjs=3,"
CARGOFLASH INFOTECH","


₹20,00,000 a year

",CARGOFLASH INFOTECH,"We are seeking a very talented remote or onsite Senior Software Engineer, proficient in front-end and backend development. We prefer to rapidly develop with frequent releases and aim to provide amazing experiences for our end users.Each engineer is treated as a true owner, with a high degree of ownership and autonomy. We are looking for a product minded, independent thinker -- not someone whose hand we will hold to make product decisions. We aim for a lean, fast-moving team that prefers to avoid meetings and focus 100% on driving impact.Responsibilities: * Work with cutting-edge front-end and back-end technologies in designing, building, and maintaining performance, responsiveness, and delightful experiences for our customers.* Write high-quality front-end & back-end code, complete with automated unit and integration tests, as well as participate in code reviews.* Partner with product, marketing, and customer success to develop a highly interactive web application that fosters innovation in classrooms.* Collaborate with other Software Engineers to evaluate and recommend new technologies, and help to continuously modernize and mature our front-end implementations and best practicesIdeal Candidates Will Have: * Minimum of 4 years' experience in fast-paced, nimble teams building software at scale* Possesses deep understanding of JavaScript beyond libraries or frameworks (i.e. Core JS, not just jQuery or Angular).* A proven ability to deliver an amazing user experience.* Have detailed knowledge of responsive CSS, the box model, semantic markup, and HTML5.* An appreciation for good design, and the desire to translate visual ideas into working, beautiful code.* Experience in building scalable solutions with a high level of code quality through automated tests and good architecture.* Ability to solve complex data problems and think of best ways to present these to users.* Strong team player with excellent communication skills and high degree of ownership and drive.Candidates with varying backgrounds are encouraged to apply. We do not require prior knowledge of technologies in our stack, only a desire to learn them.Job Type: Full-timeSalary: Up to ₹2,000,000.00 per yearBenefits:Health insuranceInternet reimbursementLife insurancePaid sick timeWork from homeSchedule:Flexible shiftSupplemental Pay:Performance bonusYearly bonusCOVID-19 considerations:santizer , masks & social distancingEducation:Bachelor's (Preferred)Experience:Angular: 3 years (Preferred)total work: 3 years (Preferred)Work Remotely:Temporarily due to COVID-19"
23,"
Engineer II - Genesys Developer",/rc/clk?jk=ea2cf09eddad6089&fccid=f057e04c37cca134&vjs=3,"

American Express",N.A,"American Express8,103 reviews","You Lead the Way. We’ve Got Your Back.
At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what’s possible — and we’re proud to back each other every step of the way. When you join #TeamAmex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day.
From building next-generation apps and microservices in Kotlin to using AI to help protect our customers from fraud, you could be doing transformational work that brings our iconic, global brand into the future. As a part of our tech team, we could work together to bring ground-breaking and diverse ideas to life that power the digital systems, services, products and platforms that millions of customers around the world depend on. If you love to work with APIs, contribute to open source, or use the latest technologies, we’ll support you with an open environment and learning culture to grow your career.
You won’t just shape the world of software. You’ll shape the world of life, work and play. Our Software Engineers not only understand how technology works, but how that technology intersects with the people who count on it every day. Today, innovative ideas, insight and new perspectives are at the core of how we create a more powerful, personal and fulfilling experience for all our customers. So if you’re interested in a career creating breakthrough software and making an impact on an audience of millions, look no further. You won’t just keep up, you’ll break new ground. There are hundreds of opportunities to make your mark on technology and life at American Express. Here’s just some of what you’ll be doing: - Taking your place as a core member of an agile team driving the latest development practices - Writing code and unit tests, working with API specs and automation - Identifying opportunities for adopting new technologies

Focus:
Designs, develops, solves problems, debugs, evaluates, modifies, deploys, and documents software and systems that meet the needs of customer-facing applications, business applications, and/or internal end user applications.
Organizational Context:
Member of a product engineering or delivery and integration team reporting to a Senior Engineer, Engineering Director or Director Product Delivery & Integration.
How will you make an impact in this role?
Software Development
Beginner level ability in software development, such coding assignments
Function as member of an agile team by contributing to software builds through consistent development practices (tools, common components, and documentation)
Participate in code reviews and automated testing
Debug basic software components and identify code defects for remediation
Enable the deployment, support, and monitoring of software across test, integration, and production environments
Automate deployments in test or production environments
Automatically scale applications based on demand projections
Leadership
Demonstrate increased self-reliance to achieve team goals
Influence team members with creative changes and improvements by challenging status quo and demonstrating risk taking
Range of Impact/Influence:
Accountable for team completing work you’re leading and work you are doing as agreed upon
Accountable to team for delivery of quality work
Minimum Qualifications
Education & Experience:
up to 5 years of development and contact center experience in a professional environment and/or comparable experience such as:
Familiar with Agile or other rapid application development methods
Experience with design and coding across one or more platforms and languages as appropriate
Hands-on expertise with application design, software development and automated testing
Experience with distributed (multi-tiered) systems, algorithms, and relational databases
Confirmed experience with object-oriented design and coding with variety of languages
Bachelor’s Degree in computer science, computer science engineering, or related experience required; advanced degree preferred
High Performance Behaviors:
Recognizes opportunities to adopt innovative technologies to enable business capabilities
Keeps up to date on current research and technology in the industry
Recognizes the importance of collaboration to achieve objectives
Clearly communicates ideas and concepts to others
Finds opportunities within projects and acts on own initiative without being prompted, including making appropriate decisions as vital
Provides feedback to team members in code reviews
Drive creative changes & continuous improvements
Mentors and guides junior team members to success within the team
Knowledge/Skills:
Hands-on experience on Genesys Workspace Web Edition (WWE)/ WDE Development
Genesys Contact center experience with Tech Stack includes Platform SDK, SCAPI, Genesys API
Experience with JavaScript, ES6, React, node.js, Typescript, Webpack
Experience on Cloud deployments Red Hat OpenShift
Continuous integration/deployment in an Agile Framework covering the aspect of design development and testing (SDLC)
DevOps and test-driven
Technology Skills You'll Use Every Day:
Adaptive Communication
Agile Practices
Industry and Company Knowledge
Change Management
Technical Acumen
Technology Industry Trends
Game Changers:
Flexibility
Collaboration & Partnership
Continuous Improvement
Courage
Curiosity
Resourcefulness
Servant Leadership
Tenacity
Role/Strengths You’ll Need:
Technical
Emerging Technologies
Programming/Software Development
Systems Design
Testing
Functional
Business Analysis
Data Management
Release and Deployment
Systems Development Management
User Experience Evaluation and Analysis
Leadership
Analytical Thinking
Building High Performance Teams
Coaching and Mentoring
Decision-making
Executive Presence
Influence and Negotiation
Business
Business Product Knowledge
Problem Solving
American Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability status, age, or any other status protected by law.
Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations

ReqID: 21009301
Schedule (Full-Time/Part-Time): Full-time
Date Posted: May 17, 2021, 7:07:54 AMAmerican Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability status, age, or any other status protected by law."
24,"
Analyst – Contractual – Full Stack Developer",/rc/clk?jk=6757c92621ee0026&fccid=13a42800f5fc984e&vjs=3,"
BidsandBeyond",N.A,BidsandBeyond,"Job Description
If you are creative and tech-savvy in the art of programming and logical design, we have a challenging opportunity for you to change your technical skills as a full stack developer.

Key Responsibilities:

Min 4 years exp in custom application development or product development experience is must
Develop new UI features for the products
UI/UX web application development experience
Strong knowledge of HTML5, CSS3, Javascript, Jquery, XML, AJAX, JSON, and web services
Strong experience in Angular JS, Java or Node JS
Need fundamental knowledge of MS Word, Powerpoint and MS Sharepoint
Document or knowledge management application experience is an added advantage

Other Information

Contractual opportunity for 4 months
The contract can be extended basis needs and performance
Need to develop few custom client-facing applications
Work from home could be provided
Min 25 hours a week, if part-time. Preferred Full Time.
Daily Skype calls"
25,"
Full Stack Developer",/rc/clk?jk=be6cd702abcd0374&fccid=c13bab419a92b1b4&vjs=3,"

Airtel India",N.A,Airtel India712 reviews,"Why Airtel X labs?
At Airtel X Labs, our work fundamentally transforms the way people communicate and businesses operate. Since our early days in the mobile era, we have rallied relentlessly to break down communication barriers. Today, our work goes beyond telecom - we build products that entertain and inform, connect devices to the internet, and enable businesses to securely harness the power of their data. Our focus, however, has remained: deliver solutions that truly enrich the lives of our customers.
If you are passionate about building, owning and operating massively scalable systems then here’s a chance to impact millions of lives around you !
Job Responsibilities
Strong development basics in Web (Java/Python,Spring, NoSqls eg Aerospike,Couchbase ,Multithreading,Kafka,Memory management), React,Angular
Comfortable with development and deployment in UNIX-like operating systems (Linux or OS X)
What specific skills and traits should this person possess?
Skills Required
Ability to solve complex problems with focus on quality.
Attention to detail and the ability to write structured code.
Positive, can-do attitude.
Willingness to learn new technologies that may be best suited for the purpose at hand.
Educational Qualifications
B.E/B.tech/MCA from tier1/tier 2 institutes
Work Experience
Experience - 5-7 Years
Industry - Internet Product
Purpose & Impact
Direct interface with clients to understand business requirements, co-create solutions and plan project delivery
End-to-end development of software applications.
Be in charge of testing, delivery, deployment monitoring and analytics of solutions developed.
Our Values
Customer Obsession
Think big to achieve big. Dream the impossible.
Collaboration
Think big to achieve big. Dream the impossible.
Bias for Action
Make bold decisions and act fearlessly.
Ownership
Do amazing work and achieve great goals even in the face of adversity.
Curiosity & Innovation
Believe something should exist? Make it. It’s in our nature to innovate.
Courage
Do amazing work and achieve great goals even in the face of adversity."
26,"
Full Stack Engineer",/rc/clk?jk=7f3e930273b2b08d&fccid=67abc313372e64c2&vjs=3,"
Netomi",N.A,Netomi,"Netomi is a Y-Combinator and VC-backed Artificial Intelligence company that sits at the intersection of two rapidly developing fields: AI and messaging. We do not sell an abstract, futuristic technology - we sell a solution that a large number of Fortune 500 companies are using today resolve customer service inquires. By leveraging deep reinforcement learning and our continuously learning neural network, our customers are able to successfully meet their objectives of generating social engagement, driving commerce and providing customer service. We're building the future of how technology and people work together to create frictionless experiences for customers.
Want to have a direct impact in solving the top challenges businesses face today? Join us!
Job Description:
We are looking for an experienced Full stack Developer to help us build large-scale high performance web applications.
Job Responsibilities
Design, implementation and ownership of various modules.
Ensure the technical feasibility of UI/UX designs and implement them.
Translating designs and wireframes into high-quality code
Building reusable components and front-end libraries for future use
Working with Backend, Data Science and DevOps teams for API implementation and design.
Optimize application for optimal performance and scalability
Requirements
3-5 years experience in medium to large scale web applications
Experience in Java/Python, ReactJS/VueJS, GNU/Linux
Expertise of HTML DOM and front-end Javascript according to at-least ES6 specifications.
Knowledge of styling of web page with CSS stylesheets and pre-processors like SASS.
High coding standards and knowledge of design patterns.
Knowledge of DevOps Processes.
B.E./B.Tech in Computer Science from tier I institutes
Ability to work in a fast-paced and dynamic work environment
Ability to effectively multi-task with good analytical skills and a quick learner
Excellent written and verbal communication"
27,"
Python Developer",/company/Koppr/jobs/Python-Developer-c3f5701321dc2983?fccid=75575ea01625a8ed&vjs=3,new,"


₹30,000 - ₹80,000 a month

",Leegality,"No of Position:  2-3Location - GurgaonExperience - Responsibilities: As Backend Engineer, you will develop solutions to interesting technical problems, explore exciting growth opportunities and have a real impact on our product.For this, you need to be strong in development processes and methods and deep knowledge of application, database, and security are required. A basic understanding of front-end technologies is good to have.You should apply if you can write clean and highly maintainable code. The ability to leave code in a better position than you found is always good to have.You will be working with an agile and cross-functional team that is constantly pushing each other to solve production issues and improve the operational efficiency of the platform.Requirements: Technical Stack: Python, Linux, GitExperience with end-to-end solution development, deployment and maintenance2+ years hands-on experience of Python and Java web-services experience and an understanding of SAAS, and REST/OAuth/JSON architectures and services.Experience in developing extensible APIs and highly maintainable services.Experience in deploying, monitoring and maintaining services and systems.Excellent communication and writing skills.Preferences: Start-up experience is good to have.Willing to join immediately ideally.Comfortable with joining and working remotely for the time being.Job Type: Full-timeSalary: ₹30,000.00 - ₹80,000.00 per monthBenefits:Work from homeSchedule:Day shiftApplication Question(s):What is your notice Period ?Education:Bachelor's (Preferred)Experience:Python: 1 year (Required)total work: 2 years (Preferred)Work Remotely:Temporarily due to COVID-19"
28,"
UI Developer / Full Stack Developer",/rc/clk?jk=5d0f27cd40e098c6&fccid=041575954226c12b&vjs=3,"
ixigo.com",N.A,ixigo.com,"Who we are

Launched in 2007, ixigo is an intelligent, AI-based travel app that helps millions of Indians plan and book their trips every day. ixigo uses AI for deal discovery, personalized recommendations, airfare predictions, train delay information, PNR confirmation predictions, and for providing fully-automated customer service over chat and voice. The company was founded by Aloke Bajpai & Rajnish Kumar and is backed by marquee investors including Sequoia Capital, SAIF Partners & Fosun. In 2019, ixigo became India’s most used travel app with a user base of over 170 million travelers.

Role & Responsibility

As a UI developer, You will be involved in all aspects of development playing a critical role in the design, planning, development, and deployment and help develop best practices for future development. You will be working closely with Tech, Design, and Quality team to build and launch the product.

Code, develop design, and architect features related to the existing application. We expect you to own modules end to end and take pride in the work products you ship
Design, implement and maintain highly scalable, multi-tier, distributed server software applications
Deliver across the entire app life cycle, design, build, deploy, test, release to app stores and support
Working directly with developers and product managers to conceptualize, build, test and realize products
Continuously discover, evaluate, and implement new technologies to maximize development efficiency

Skills & Qualifications:

At least an undergraduate degree in Computer Science, Engineering or Mathematics, preferably from IITs / Top RECs
1-4 years of Javascript/HTML development
Any experience with internet companies or the travel industry will be a plus

Must have

Advanced Javascript, CSS3, HTML5, AJAX, JSON, DOM Concepts
Knowledge about latest JS frameworks and libraries like React, RequireJS, Handlebars, AngularJS
JS design patterns and concepts of OOPS and functional programming in JS
Practical working knowledge of front-end build tools like grunt, gulp, webpack, etc.
Fluent in responsive design and development for mobile and tablet devices
Javascript testing using mocha, chai, sinon or similar tools
Knowledge regarding Frontend performance improvements in most common browsers, cross-browser compatibility issues
Sense for appeal & aesthetics from a usability perspective
Some UI portfolio or samples will be required

Good to have

Familiarity with ES6
Knowledge of NodeJS
Some experience with Java web frameworks like JSF/Struts/Spring is desirable
Adobe Photoshop or Design knowledge, a plus but not required

Compensation: Commensurate to skills & experience; comparable to the best in the industry.
Culture: ixigems enjoy a fun and rewarding work atmosphere. We do not believe in hierarchies, and we encourage communication and constructive collaboration. We believe in the personal growth of individuals, creative approaches to solving real-world problems, and questioning the status quo!"
29,"
Full Stack Developer (Exp: 1 - 4 years)",/company/Simpli5d-Technologies-Pvt.-Ltd./jobs/Full-Stack-Developer-01084c03769b7ec7?fccid=e67311db1782d1e3&vjs=3,"
Simpli5d Technologies Pvt. Ltd.","


₹3,00,000 - ₹6,00,000 a year

",Simpli5d Technologies Pvt. Ltd.,"Simpli5d Technologies is looking for talented Full-Stack Web Developers to join its Technology team. We are a product based company and the person will be a part of the core development team responsible for developing web and mobile based applications.The person should be highly proactive, passionate about new technologies and quickly implementing the same into minimum viable products. The ideal candidate should be technology agnostic but at the same time proficient in PHP, Python, Nodejs, React, MongoDB, Postgres DB and have solid knowledge/experience in developing scalable applications.Roles & Responsibilities: 1. Candidates should have the skillset/ experience in PHP, Python, Nodejs, React, MongoDB, Postgres DB and SQL. (PHP is must)2. Smart & fast learner who can thoroughly understand the business requirements and work towards creating quick solutions/pilot prototypes.3. Implement modern and responsive UI for the web and variety of devices.4. Experience related to the development and deployment in Cloud would be a plus.5. Openness to work across multiple technologies and products.6. Exposure to mobile technologies will be considered as an advantage.Candidate Requisites: 1. Should be able to handle pressure and work on tight target deadlines.2. Should have excellent verbal and written communication skills.3. Extraordinary problem-solving skills.4. Willingness to learn new technologies and tools.5. Attention to detail.Desired Experience/Education: 1. Minimum 2-4 years of experience. We are okay to consider freshers if the candidate suits the requirement.2. B.Tech & BE candidates only.Job Type: Full-timeSalary: ₹300,000.00 - ₹600,000.00 per yearBenefits:Commuter assistancePaid sick timeSchedule:Monday to FridaySupplemental Pay:Performance bonusExperience:PHP & Node JS: 1 year (Preferred)Education:Bachelor's (Preferred)Location:Gurgaon, Haryana (Preferred)COVID-19 Precaution(s):Remote interview processTemperature screeningsSocial distancing guidelines in placeVirtual meetingsSanitising, disinfecting, or cleaning procedures in place"
30,"
MERN Stack Developer",/company/IvyPods/jobs/Mern-Stack-Developer-6eeb3be56ad302c3?fccid=f565678942173254&vjs=3,"
IvyPods","


₹5,00,000 - ₹12,00,000 a year

",IvyPods,"About us: Yellow Class is an early-stage VC-funded startup. We provide free live classes to kids between 2-12 years of age. We had a humble beginning in June 2020 when we started with 5 team members. Today in February 2021, we are a 50+ members strong team and are growing day by day. Within a span of 4 months, we have grown to a community of 200,000 parents. We have kids joining us from 52+ countries. That should be no surprise, considering our founders are serial entrepreneurs and are a perfect combination of speed and direction.Responsibilities: - Work as part of a team developing applications and services using Agile development methods.- Staying abreast of developments in web applications and programming languages.- Work in a cross-functional team to deliver a complete user experience- Designing and developing APIs.- Contribute to team and organizational improvements in process and infrastructure.- Develop a scalable full-stack architecture using React.js and Node.js.- Build, test, and maintain the codebase.- Use tools and ingenuity to identify and fix defects before they become a problem.Requirements: - Degree in computer science.- Have 1+ years of experience with ReactJs.- Experience with popular ReactJS workflows (such as redux).- Experience with HTML/CSS/CSS-in-JS.- 1+ Years of Hands-on Experience in Node.js.- Experience building Responsive websites for web, tablet, and mobile devices- Good understanding of overall web design including basic usability, accessibility, industry standards, architecture, and navigation- Experience with JavaScript (ES6 preferred).- Thorough understanding of Node.js and its core principles.- Past experience with MongoDB is a plus.- Experience with REST API's- Experience with Git- Strong analytical skills and problem-solving aptitude with attention to detailsJob Type: Full-timeSalary: ₹500,000.00 - ₹1,200,000.00 per yearBenefits:Flexible scheduleWork from homeSchedule:Day shiftFlexible shiftMorning shiftEducation:Bachelor's (Preferred)Experience:software development: 1 year (Preferred)MERN: 1 year (Preferred)Work Remotely:Temporarily due to COVID-19"
31,"
React.Js Developer",/company/Koppr/jobs/React-Js-Developer-04df65534618274c?fccid=75575ea01625a8ed&vjs=3,new,"


₹40,000 - ₹80,000 a month

",Leegality,"No of Positions: 2-3Location - GurgaonResponsibilities: As front end Engineer you will be closely working with our engineers to ensure the system consistency and improve the customer experience.Your core objectives are to optimize the application for maximum speed and scalability while ensuring the technical feasibility of UI/UX designs.You will be expected to collaborate well with engineering, operations and commercial teams to design and create enterprise-grade, elegant and efficient systems for both web and mobile for cross-browser compatibility.For this, you will need to have a proficient understanding of web mark-up. A good knowledge of design principles, creating mock-ups and using designing tools like AI, Figma would be good to haveRequirements: Technical Stack: HTML5, CSS3, ReactJS with excellent coding skills2+ years’ experience in the relevant fieldAttention to detail, dedication, and problem-solving skills.Ability to Proof-of-Concept and prototype applications using new technologies and frameworksCollaborating with internal teams and clients to create innovative solutions.Develop JavaScript using standard Frameworks like jQueryUnderstand and practice agile development methodology.Understanding of how to interact with APIsPreferences: Start-up experience is good to have.Willing to join immediately ideally.Comfortable with joining and working remotely for the time being.*Job Type: Full-timeSalary: ₹40,000.00 - ₹80,000.00 per monthBenefits:Work from homeSchedule:Day shiftApplication Question(s):What is your notice period?Education:Bachelor's (Preferred)Experience:total work: 1 year (Required)React.js: 1 year (Required)UI development: 1 year (Preferred)"
32,"
Full Stack Developer",/rc/clk?jk=cf8e166801608c02&fccid=a88c8ff1ae4539d3&vjs=3,"

Think Future Technologies",N.A,Think Future Technologies5 reviews,"Exp: 3+ Years
Location: Gurgaon, Remote
Skill-sets:Angular 2+, JavaScript, HTML5, CSS3, Typescript, Scala
Job Description:

Graduate in Software Engineering/IT discipline
At least 3 years of experience in building advanced web UI development
Backend development experience (Scala - a big advantage)
Experience in developing in cloud environments (AWS preferred)
Experience with developing RESTful API
Familiarity with Scrum/Agile methodologies
Working with WebSockets - Advantage"
33,"
Full Stack Developer",/rc/clk?jk=140fd0ca37c9b166&fccid=f37ef8239adaad5d&vjs=3,"
Flixstock",N.A,Flixstock,"AI- the final frontier. These are the voyages of the Flixstock Enterprise. Our mission: to acquire and foster exceptional talent, seek out new challenges and explore new opportunities.
To boldly go where no company has gone before!

At Flixstock, our phasers are always set to stun.
Stun the customer -with our superlative technology and services.
Stun the employee- with an energetic and productive work environment and a path for professional growth.
Stun the market- with our insights, hard work and dedication.

Get the golden future you deserve. Want to be our First Office- Full Stack Engineer?
For Flixstock and YOU to live long and prosper, we need to lay a course for excellence. And for that to work, we need a major Vulcan mind meld, and you need to have:
– Excellent UI creation and management skills
– Ability to design efficient server & client side logic
– Maintain & administer key databases
– Manage a development-oriented environment
– And last, but DEFINITELY not the least- Be smart, intuitive and inquisitive!

Your future at FlixStock is guaranteed to be filled with captains, missions and an all-new way of progress! Our warp drive is set up in 3 stages:

Cruise at Mach speed
– Every new hire is assigned a mentor for an educated introduction of the systems, solutions, your team and more. After all, it’s teamwork that makes the dream work!
– Weekly sync and stand up meetings with teams to get up-to-date on current workflow
– We start you slow and steady with small assignments to get a hang of the technology and services. But you get into jog mode and get to Stage 2!

Jog at Lightspeed: ( if you haven’t caught on by now – here’s a refresher- WE ARE TREKKIES FOR LIFE.)
– A new mentor will be assigned to you to take your growth to the next level
– One-on-one mentoring to strengthen processes, tech stack and culture. <anything other than asking for more beer in fridge>
– Put you in the captain’s seat and lead a project, client(s). Stage 3 is coming up soon!

Sprint at Warp speed
– A new mentor is assigned to elevate your skills and responsibilities
– You are a critical part of cross-departmental discussions
– You are given ownership of processes, products & clients
– It’s time to give back! You will mentor new hires!
– Build a team of creative UX, Graphics, Developers!

We are looking for the next Spock, are you the one? Hands up, if you have:
– Skills: Java, React.JS, Angular.JS, Node.js, Express.JS, Groovy, webpack. Bootstrap, MYSQL, Python, SpringMVC, MongoDB, Maven, Redis, Kafka, Ansible, AWS, Micro-Services, Restful Services, React.JS, segregated into two separate points:

Experience in Mongo, Angular, Node Js, JavaScript, Java, Python, Git.
Working knowledge of Express.JS, Redis, Kafka, AWS.

– Experience: 3-5 years
– Education: B.Tech Computer Science
– Location: Gurgaon

You can send your resume and GitHub profile to e-mail: jobs@flixstock.com"
34,"
Dot Net Full Stack Developer",/company/Nextknock-consulting-Services-Pvt.Ltd/jobs/Dot-Net-Full-Stack-Developer-b5190bd138361bb2?fccid=ec0e5873305d9e95&vjs=3,"
Xebia","


₹10,00,000 - ₹25,00,000 a year

",Xebia,"Client interaction so need good communication onlyPosition- DOTNET FullStack, Gurgaon, 8-15yrs, WFH, Permanent positionMandatory- Full stack is mandatoryMinimum 10-15 years professional experience in C# and JavaScript with good design techniques.Strong experience in ASP.NET MVC and Web API.Strong experience in fundamental JavaScript.Good knowledge of HTML5, CSS and LESSShould have good knowledge of SQL Server DatabaseDemonstrated ability to write cross browser / platform compliant code.If your profile is matching with our requirement then please share all details :Total Exp:CTC:Expected CTC:Notice period:Earliest DOJ:Current Location:Current Company :Holding any offer:Job Types: Full-time, VolunteerSalary: ₹1,000,000.00 - ₹2,500,000.00 per yearSchedule:Day shiftEducation:Bachelor's (Preferred)Experience:.NET: 5 years (Preferred)full stack: 4 years (Preferred)"
35,"
Full Stack Developers",/rc/clk?jk=502df65b4c852d15&fccid=0dffe03c02b4bed1&vjs=3,"
Craterzone",N.A,Craterzone,"Gurgaon, Noida
CraterZone is a high spirited Product and Services Company enterprising to offer distinctive Mobile apps, Cloud based and customized solutions to its global clientele.
Job Title:
Full Stack Developer
Location:
B-14/15, 1st Floor, Sector 1, NOIDA – 201301, (Near Sector 15 Metro Station )
Key skills:
Node.js , angular, react, html 5, nosql.
Compensation Package:
Attractive Salary Package.
Required Qualification:
B-Tech, M-Tech.
Are you a Full stack developer who wants to be part of a fast-paced, creative production team? Are you passionate, self-motivated and flexible? If so, read on!

1-3 yrs of experience in the same field.
Strong working knowledge of Angular, Node.js
Responsibilities:

API design and development.
Planning and normalizing the database.
Making application and space models.
How to interact with API’s and external world.
Quality assurance.
Security concerns throughout the program.
Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review.
Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality.

Hiring Process:

One Technical Round
Final Face to Face Interview with Management

How to Apply:
For immediate consideration, please submit your CV to Email – careers@craterzone.com with subject Full Stack Developer – Noida"
36,"
Full Stack Developer (Remote)",/rc/clk?jk=9993d2ae7a4dd8d3&fccid=7545d1c74b8bc8c1&vjs=3,"
Squareboat",N.A,Squareboat,"We are looking for Software Engineers with strong logical skills and a passion to code and build successful products.
What are you going to do?
Write high quality code on cutting-edge technology stacks including Laravel, Nodejs, Python, React, Angular, MySQL, MongoDB, Firebase, Elastic Search, Docker, AWS etc.
Build cutting edge, large scale web and mobile products
Manage software projects using tools like JIRA, Trello, Slack and others
Collaborate with a team of smart, passionate engineers
You need to have:
1+ years of relevant software development experience.
Understanding of atleast one backend technology: PHP/Laravel, Node.js/Express/Nest, Python/Django etc.
Understanding of atleast one frontend technology: React, Angular, Vue.js etc.
Knowledge of MySQL, MongoDB, Firebase, Elastic Search, Docker, AWS etc. is a big plus
Some interesting side projects you have done or a Github profile with real open source contributions will be a HUGE plus
A good understanding of the software development lifecycle
In-depth expertise on web/client-server architectures is a plus
Strong logic and problem solving skills and ability to troubleshoot applications & environment issues
Adaptability, ability to learn faster, Independent, responsible and diligent
Bachelor’s degree in Computer Science, Computer Engineering or a related technical discipline
Strong communication skills"
37,"
Full Stack Developer",/company/Nearyou-Technology-and-Solutions-Pvt.-Ltd./jobs/Full-Stack-Developer-055a9d2218feb119?fccid=84c0bb0d02b402ab&vjs=3,"
Nearyou Technology and Solutions Pvt. Ltd.","


₹8,00,000 - ₹12,00,000 a year

",Nearyou Technology and Solutions Pvt. Ltd.,"We are looking for a Full Stack JavaScript Developer having 4+ experience in React.js and Node.js.Responsibilities and DutiesTo develop in-house Solutions using React.js for user interface alongside Node.js & PHP backendTo code and implement using best practices to produce high performing/scalable/secured modulesTo build reusable components and front-end libraries for future useTo optimize components for maximum performance across a vast array of web-capable devices and browsersTo analyze, design, code, debug and write unit test software, including features, defects, and re-factoringTo have strong knowledge of backend development in Node.js based frameworksQualifications and SkillsIn-depth understanding of the JavaScript framework, DOM, and relevant conceptsStrong Knowledge of Node.js, PHP, and related FrameworksExperience implementing applications using ReactJsExperience creating front end applications using HTML/CSS, ReactJsExperience in working with Multiple Databases such as MySQL, MongoDB, PostgreSQLExperience on Github, BitBucket, Heroku toolsKnowledge of Bootstrap and Material UIExperience with cloud technologies like AWS, GAEExcellent communication along with problem-solving skillsTest-driven developmentHandling of Technical TeamNice to haveWorking Experience of various Node.js frameworks like AdonisWorking Experience of Next.js (React.js framework)Experience with Firebase.Job Type: Full-timeSalary: ₹800,000.00 - ₹1,200,000.00 per yearBenefits:Work from homeSchedule:Day shiftEducation:Bachelor's (Preferred)Experience:Node.js: 2 years (Required)total work: 3 years (Required)React: 1 year (Required)Work Remotely:Temporarily due to COVID-19"
38,"
Full Stack Developer",/company/Savitra-Foundation/jobs/Full-Stack-Developer-6c4ef058fe5a26f0?fccid=05444a377b7dd74c&vjs=3,"
Savitra Foundation","


₹3,00,000 - ₹4,20,000 a year

",Savitra Foundation,"We are looking for an experienced Web developer to join our IT team. You will be responsible for the server-side of our web applications. If you have excellent programming skills and a passion for developing applications or improving existing ones, we would like to meet you. As a Web developer, you’ll work closely with our engineers to ensure system consistency and improve user experience. Ultimately, you should be able to develop and maintain functional and stable web applications to meet our company’s needs.ResponsibilitiesParticipate in the entire application lifecycle, focusing on coding and debuggingWrite clean code to develop functional web applicationsTroubleshoot and debug applicationsPerform UI tests to optimize performanceManage cutting-edge technologies to improve legacy applicationsCollaborate with developers to integrate user-facing elements with server-side logicGather and address technical and design requirementsProvide training and support to internal teamsBuild reusable code and libraries for future useLiaise with developers, designers, and system administrators to identify new features*Follow emerging technologies*Requirements:Proven work experience as a Web developerIn-depth understanding of the entire web development process (design, development, and deployment)Hands-on experience with programming languages like Java, Ruby, PHP, and Python Working knowledge of CMS frameworkFamiliarity with front-end languages (e.g. HTML, CSS, JavaScript, jQuery and Bootstrap)Excellent analytical and time management skillsTeamwork skills with a problem-solving attitudeEducation required : BSc/BE/B.Tech/BCA degree in Computer Science or relevant fieldJob Types: Full-time, PermanentSalary: ₹25,000.00 - ₹35,000.00 per monthApplication Deadline: 30/5/2021Job Type: Full-timeSalary: ₹300,000.00 - ₹420,000.00 per yearSchedule:Rotational shiftSupplemental Pay:Performance bonusQuarterly bonusCOVID-19 considerations:COVID-19 considerations:All candidate are required to wear a mask, common surface are sanitized regularly.Education:Bachelor's (Preferred)Speak with the employer+91 9310592185"
